Datetime (he),PV Gen (kW/rated kW),System Load (kW),EV fleet/1,Site Heating Load (BTU/hr),Site Cooling Load (BTU/hr),Site Load (kW),FR Price ($/kW),DA Price ($/kWh),Reg Up Price ($/kW),Reg Down Price ($/kW),Deferral Load (kW),NSR Price ($/kW),SR Price ($/kW),RA Active (y/n),VAR Reservation (%),POI: Max Export (kW),POI: Max Import (kW),Aggregate Energy Max (kWh),Aggregate Energy Min (kWh),Critical Load (kW),Battery: Charge Min (kW)/1,Battery: Charge Max (kW)/1,Battery: Energy Max (kWh)/1,Battery: Energy Min (kWh)/1,Battery: Discharge Min (kW)/1,Battery: Discharge Max (kW)/1,FR Reg Up Max (kW),FR Reg Up Min (kW),FR Reg Down Max (kW),FR Reg Down Min (kW),SR Max (kW),SR Min (kW),NSR Max (kW),NSR Min (kW),LF Reg Up Max (kW),LF Reg Up Min (kW),LF Reg Down Max (kW),LF Reg Down Min (kW),LF Down Price ($/kW),LF Up Price ($/kW),LF Energy Option Up (kWh/kW-hr),LF Energy Option Down (kWh/kW-hr),,,Oakland Hospital,San Antonio Hospital
1/1/2018 1:00,0,4019.608554,40,80.39217108,120.5882566,1000.061588,0.01,32.141,32.141,32.141,7475,0,0,0,0,1900,-1900,9000,0,80.39217108,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,784.1084313,1000.061588
1/1/2018 2:00,0,3738.652086,40,74.77304172,112.1595626,974.7970982,0.01,32.09331,32.09331,32.09331,7475,0,0,0,0,1900,-1900,9000,0,74.77304172,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,782.3219957,974.7970982
1/1/2018 3:00,0,4054.570141,40,81.09140282,121.6371042,974.9104326,0.01,31.75182,31.75182,31.75182,7475,0,0,0,0,1900,-1900,9000,0,81.09140282,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,785.7006187,974.9104326
1/1/2018 4:00,0,3703.137769,40,74.06275538,111.0941331,978.1453042,0.01,31.65485,31.65485,31.65485,7475,0,0,0,0,1900,-1900,9000,0,74.06275538,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,785.7058731,978.1453042
1/1/2018 5:00,0,4141.420555,40,82.8284111,124.2426167,988.3226223,0.01,30.78625,30.78625,30.78625,7475,0,0,0,0,1900,-1900,9000,0,82.8284111,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,793.7472378,988.3226223
1/1/2018 6:00,0,4050.901661,40,81.01803322,121.5270498,988.1216287,0.01,32.64,32.64,32.64,7475,0,0,0,0,1900,-1900,9000,0,81.01803322,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,796.7450287,988.1216287
1/1/2018 7:00,0,4850.896901,40,97.01793802,145.526907,1060.759706,0.01,34.63289,34.63289,34.63289,7475,0,0,0,0,1900,-1900,9000,0,97.01793802,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,871.5112366,1060.759706
1/1/2018 8:00,0.078231,4429.817908,40,88.59635816,132.8945372,1059.937212,0.01,34.95474,34.95474,34.95474,7475,0,0,0,10,1900,-1900,9000,0,88.59635816,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,885.2961111,1059.937212
1/1/2018 9:00,0.415964,4572.633046,40,91.45266092,137.1789914,1131.535878,0.01,29.70845,29.70845,29.70845,7475,0,0,0,10,1900,-1900,9000,0,91.45266092,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,961.3705843,1131.535878
1/1/2018 10:00,0.69657,3900.506753,40,78.01013506,117.0152026,1124.033163,0.01,17.09308,17.09308,17.09308,7475,0,0,0,10,1900,-1900,9000,0,78.01013506,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,946.391852,1124.033163
1/1/2018 11:00,0.880665,3787.672133,40,75.75344266,113.630164,1123.080761,0.01,9.23,9.23,9.23,7475,0,0,0,10,1900,-1900,9000,0,75.75344266,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,957.2329756,1123.080761
1/1/2018 12:00,0.979825,3506.213565,40,70.1242713,105.186407,1116.06614,0.01,4.78,4.78,4.78,7475,0,0,0,10,1900,-1900,9000,0,70.1242713,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,974.7426832,1116.06614
1/1/2018 13:00,0.994815,3934.668053,40,78.69336106,118.0400416,1113.552274,0.01,3.0651,3.0651,3.0651,7475,0,0,0,10,1900,-1900,9000,0,78.69336106,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,968.6367978,1113.552274
1/1/2018 14:00,0.76356,3647.279507,40,72.94559014,109.4183852,1106.330409,0.01,2.74629,2.74629,2.74629,7475,0,0,0,10,1900,-1900,9000,0,72.94559014,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,965.1272431,1106.330409
1/1/2018 15:00,0.76163,4060.574644,40,81.21149288,121.8172393,1101.486925,0.01,8.15473,8.15473,8.15473,7475,0,0,0,10,1900,-1900,9000,0,81.21149288,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,950.0942685,1101.486925
1/1/2018 16:00,0.52506,3672.233699,40,73.44467398,110.167011,1100.64373,0.01,27.41489,27.41489,27.41489,7475,0,0,0,10,1900,-1900,9000,0,73.44467398,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,930.1777278,1100.64373
1/1/2018 17:00,0.210031,4710.773492,40,94.21546984,141.3232048,1084.980842,0.01,36.04143,36.04143,36.04143,7475,0,0,0,10,1900,-1900,9000,0,94.21546984,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,916.9394725,1084.980842
1/1/2018 18:00,0,4888.333553,40,97.76667106,146.6500066,1055.059438,0.01,50.59049,50.59049,50.59049,7475,0,0,0,0,1900,-1900,9000,0,97.76667106,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,917.6681554,1055.059438
1/1/2018 19:00,0,5180.458057,40,103.6091611,155.4137417,1041.372951,0.01,51.07051,51.07051,51.07051,7475,0,0,0,0,1900,-1900,9000,0,103.6091611,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,902.5203939,1041.372951
1/1/2018 20:00,0,4584.224275,40,91.6844855,137.5267283,1047.420059,0.01,45.38316,45.38316,45.38316,7475,0,0,0,0,1900,-1900,9000,0,91.6844855,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,885.7613616,1047.420059
1/1/2018 21:00,0,4890.245882,40,97.80491764,146.7073765,1023.46613,0.01,40.96986,40.96986,40.96986,7475,0,0,0,0,1900,-1900,9000,0,97.80491764,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,840.026618,1023.46613
1/1/2018 22:00,0,4297.806113,40,85.95612226,128.9341834,1033.398703,0.01,43.56135,43.56135,43.56135,7475,0,0,0,0,1900,-1900,9000,0,85.95612226,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,836.633846,1033.398703
1/1/2018 23:00,0,4356.664512,40,87.13329024,130.6999354,1028.09187,0.01,37.55981,37.55981,37.55981,7475,0,0,0,0,1900,-1900,9000,0,87.13329024,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,828.1461662,1028.09187
1/2/2018 0:00,0,3781.996185,40,75.6399237,113.4598856,1037.71684,0.01,34.47645,34.47645,34.47645,7475,0,0,0,0,1900,-1900,9000,0,75.6399237,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,821.3931962,1037.71684
1/2/2018 1:00,0,4460.599365,40,89.2119873,133.817981,1046.452861,0.01,31.14284,31.14284,31.14284,7475,0,0,0,0,1900,-1900,9000,0,89.2119873,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,821.0965955,1046.452861
1/2/2018 2:00,0,4140.337189,40,82.80674378,124.2101157,1040.527139,0.01,30.46592,30.46592,30.46592,7475,0,0,0,0,1900,-1900,9000,0,82.80674378,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,837.7747512,1040.527139
1/2/2018 3:00,0,4441.120561,40,88.82241122,133.2336168,1032.472468,0.01,28.94514,28.94514,28.94514,7475,0,0,0,0,1900,-1900,9000,0,88.82241122,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,836.1892448,1032.472468
1/2/2018 4:00,0,4124.243146,40,82.48486292,123.7272944,1027.263405,0.01,28.25863,28.25863,28.25863,7475,0,0,0,0,1900,-1900,9000,0,82.48486292,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,828.4562314,1027.263405
1/2/2018 5:00,0,4542.13495,40,90.842699,136.2640485,1114.964942,0.01,29.50415,29.50415,29.50415,7475,0,0,0,0,1900,-1900,9000,0,90.842699,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,912.4280564,1114.964942
1/2/2018 6:00,0,4725.139159,40,94.50278318,141.7541748,1123.71659,0.01,32.90695,32.90695,32.90695,7475,0,0,0,0,1900,-1900,9000,0,94.50278318,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,915.723207,1123.71659
1/2/2018 7:00,0,6870.120292,40,137.4024058,206.1036088,1348.149276,0.01,34.38349,34.38349,34.38349,7475,0,0,0,0,1900,-1900,9000,0,137.4024058,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1149.23225,1348.149276
1/2/2018 8:00,0.077027,5235.845867,40,104.7169173,157.075376,1459.746068,0.01,35.51462,35.51462,35.51462,7475,0,0,0,10,1900,-1900,9000,0,104.7169173,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1261.824278,1459.746068
1/2/2018 9:00,0.4210115,10537.25054,40,210.7450108,316.1175162,1485.089393,0.01,36.06786,36.06786,36.06786,7475,0,0,0,10,1900,-1900,9000,0,210.7450108,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1297.195168,1485.089393
1/2/2018 10:00,0.69586,10160.55551,40,203.2111102,304.8166653,1503.507346,0.01,33.04214,33.04214,33.04214,7475,0,0,0,10,1900,-1900,9000,0,203.2111102,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1338.733471,1503.507346
1/2/2018 11:00,0.87098,9652.977457,40,193.0595491,289.5893237,1499.979162,0.01,30.66526,30.66526,30.66526,7475,0,0,0,10,1900,-1900,9000,0,193.0595491,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1336.328129,1499.979162
1/2/2018 12:00,0.96287,9649.857414,40,192.9971483,289.4957224,1481.05571,0.01,30.52396,30.52396,30.52396,7475,0,0,0,10,1900,-1900,9000,0,192.9971483,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1331.876737,1481.05571
1/2/2018 13:00,0.973835,9156.603572,40,183.1320714,274.6981072,1426.943564,0.01,26.6848,26.6848,26.6848,7475,0,0,0,10,1900,-1900,9000,0,183.1320714,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1285.421815,1426.943564
1/2/2018 14:00,0.91635,9653.800974,40,193.0760195,289.6140292,1460.174187,0.01,27.51277,27.51277,27.51277,7475,0,0,0,10,1900,-1900,9000,0,193.0760195,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1301.801351,1460.174187
1/2/2018 15:00,0.7645,9644.672324,40,192.8934465,289.3401697,1460.370107,0.01,30.49402,30.49402,30.49402,7475,0,0,0,10,1900,-1900,9000,0,192.8934465,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1304.27824,1460.370107
1/2/2018 16:00,0.531875,9634.341,40,192.68682,289.03023,1460.179318,0.01,35,35,35,7475,0,0,0,10,1900,-1900,9000,0,192.68682,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1308.430369,1460.179318
1/2/2018 17:00,0.218492,10380.25356,40,207.6050712,311.4076068,1463.907747,0.01,41.19692,41.19692,41.19692,7475,0,0,0,10,1900,-1900,9000,0,207.6050712,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1339.031918,1463.907747
1/2/2018 18:00,0,9509.287646,40,190.1857529,285.2786294,1472.151175,0.01,53.94316,53.94316,53.94316,7475,0,0,0,0,1900,-1900,9000,0,190.1857529,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1360.193834,1472.151175
1/2/2018 19:00,0,7516.196098,40,150.323922,225.4858829,1222.2763,0.01,56.2427,56.2427,56.2427,7475,0,0,0,0,1900,-1900,9000,0,150.323922,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1084.072938,1222.2763
1/2/2018 20:00,0,7271.314744,40,145.4262949,218.1394423,1218.62068,0.01,52.82185,52.82185,52.82185,7475,0,0,0,0,1900,-1900,9000,0,145.4262949,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1086.104928,1218.62068
1/2/2018 21:00,0,5777.047333,40,115.5409467,173.31142,1087.902221,0.01,47.39492,47.39492,47.39492,7475,0,0,0,0,1900,-1900,9000,0,115.5409467,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,954.3927482,1087.902221
1/2/2018 22:00,0,5532.016061,40,110.6403212,165.9604818,1056.686987,0.01,44.372,44.372,44.372,7475,0,0,0,0,1900,-1900,9000,0,110.6403212,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,886.6694003,1056.686987
1/2/2018 23:00,0,3493.568794,40,69.87137588,104.8070638,995.5381535,0.01,37.6714,37.6714,37.6714,7475,0,0,0,0,1900,-1900,9000,0,69.87137588,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,832.1243463,995.5381535
1/3/2018 0:00,0,2999.921204,40,59.99842408,89.99763612,990.2167692,0.01,35.79555,35.79555,35.79555,7475,0,0,0,0,1900,-1900,9000,0,59.99842408,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,834.0619011,990.2167692
1/3/2018 1:00,0,2877.699243,40,57.55398486,86.33097729,964.4783735,0.01,32.48679,32.48679,32.48679,7475,0,0,0,0,1900,-1900,9000,0,57.55398486,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,821.3237066,964.4783735
1/3/2018 2:00,0,2877.699242,40,57.55398484,86.33097726,960.2766002,0.01,30.73023,30.73023,30.73023,7475,0,0,0,0,1900,-1900,9000,0,57.55398484,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,833.3772801,960.2766002
1/3/2018 3:00,0,2877.699241,40,57.55398482,86.33097723,960.8905237,0.01,30.16759,30.16759,30.16759,7475,0,0,0,0,1900,-1900,9000,0,57.55398482,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,842.872406,960.8905237
1/3/2018 4:00,0,3296.18823,40,65.9237646,98.8856469,961.1738026,0.01,29.5104,29.5104,29.5104,7475,0,0,0,0,1900,-1900,9000,0,65.9237646,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,842.6171289,961.1738026
1/3/2018 5:00,0,3317.411861,40,66.34823722,99.52235583,1054.032548,0.01,30.43013,30.43013,30.43013,7475,0,0,0,0,1900,-1900,9000,0,66.34823722,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,931.5824984,1054.032548
1/3/2018 6:00,0,3885.503706,40,77.71007412,116.5651112,1048.714441,0.01,35.68458,35.68458,35.68458,7475,0,0,0,0,1900,-1900,9000,0,77.71007412,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,936.7560275,1048.714441
1/3/2018 7:00,0,7153.312754,40,143.0662551,214.5993826,1273.47423,0.01,47.4776,47.4776,47.4776,7475,0,0,0,0,1900,-1900,9000,0,143.0662551,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1169.873334,1273.47423
1/3/2018 8:00,0.083492,5178.231245,40,103.5646249,155.3469374,1385.362905,0.01,54.25481,54.25481,54.25481,7475,0,0,0,10,1900,-1900,9000,0,103.5646249,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1296.580139,1385.362905
1/3/2018 9:00,0.4431325,10485.3149,40,209.706298,314.559447,1415.403646,0.01,46.06994,46.06994,46.06994,7475,0,0,0,10,1900,-1900,9000,0,209.706298,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1332.955102,1415.403646
1/3/2018 10:00,0.73185,11530.08257,40,230.6016514,345.9024771,1447.715237,0.01,40.5139,40.5139,40.5139,7475,0,0,0,10,1900,-1900,9000,0,230.6016514,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1346.91638,1447.715237
1/3/2018 11:00,0.907485,10509.75447,40,210.1950894,315.2926341,1462.825423,0.01,37.25872,37.25872,37.25872,7475,0,0,0,10,1900,-1900,9000,0,210.1950894,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1346.635514,1462.825423
1/3/2018 12:00,0.999565,10647.93818,40,212.9587636,319.4381454,1465.527594,0.01,34.66882,34.66882,34.66882,7475,0,0,0,10,1900,-1900,9000,0,212.9587636,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1328.817074,1465.527594
1/3/2018 13:00,1,10071.76693,40,201.4353386,302.1530079,1418.888179,0.01,31.94362,31.94362,31.94362,7475,0,0,0,10,1900,-1900,9000,0,201.4353386,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1277.444659,1418.888179
1/3/2018 14:00,0.92927,10447.42639,40,208.9485278,313.4227917,1448.557608,0.01,34.14366,34.14366,34.14366,7475,0,0,0,10,1900,-1900,9000,0,208.9485278,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1302.134015,1448.557608
1/3/2018 15:00,0.779165,10483.28477,40,209.6656954,314.4985431,1438.981961,0.01,38.10801,38.10801,38.10801,7475,0,0,0,10,1900,-1900,9000,0,209.6656954,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1313.084634,1438.981961
1/3/2018 16:00,0.3629575,10414.67283,40,208.2934566,312.4401849,1429.946481,0.01,40.63462,40.63462,40.63462,7475,0,0,0,10,1900,-1900,9000,0,208.2934566,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1321.577769,1429.946481
1/3/2018 17:00,0.231256,11061.85739,40,221.2371478,331.8557217,1437.125259,0.01,52.38117,52.38117,52.38117,7475,0,0,0,10,1900,-1900,9000,0,221.2371478,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1348.080333,1437.125259
1/3/2018 18:00,0,10188.03518,40,203.7607036,305.6410554,1457.837122,0.01,62.64,62.64,62.64,7475,0,0,0,0,1900,-1900,9000,0,203.7607036,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1380.403437,1457.837122
1/3/2018 19:00,0,8169.457533,40,163.3891507,245.083726,1224.252887,0.01,65.6823,65.6823,65.6823,7475,0,0,0,0,1900,-1900,9000,0,163.3891507,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1114.085194,1224.252887
1/3/2018 20:00,0,7472.412671,40,149.4482534,224.1723801,1231.035379,0.01,55.85,55.85,55.85,7475,0,0,0,0,1900,-1900,9000,0,149.4482534,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1108.399077,1231.035379
1/3/2018 21:00,0,5769.584081,40,115.3916816,173.0875224,1105.81724,0.01,53.88402,53.88402,53.88402,7475,0,0,0,0,1900,-1900,9000,0,115.3916816,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,972.2638887,1105.81724
1/3/2018 22:00,0,5525.543294,40,110.5108659,165.7662988,1068.672415,0.01,47.26312,47.26312,47.26312,7475,0,0,0,0,1900,-1900,9000,0,110.5108659,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,909.3195163,1068.672415
1/3/2018 23:00,0,3493.568812,40,69.87137624,104.8070644,1002.093566,0.01,40.28186,40.28186,40.28186,7475,0,0,0,0,1900,-1900,9000,0,69.87137624,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,811.6480671,1002.093566
1/4/2018 0:00,0,2999.921219,40,59.99842438,89.99763657,997.9734825,0.01,36.98879,36.98879,36.98879,7475,0,0,0,0,1900,-1900,9000,0,59.99842438,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,813.9432698,997.9734825
1/4/2018 1:00,0,2877.699257,40,57.55398514,86.33097771,991.6559427,0.01,29.10839,29.10839,29.10839,7475,0,0,0,0,1900,-1900,9000,0,57.55398514,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,802.1493823,991.6559427
1/4/2018 2:00,0,2877.699258,40,57.55398516,86.33097774,989.0859994,0.01,28.67078,28.67078,28.67078,7475,0,0,0,0,1900,-1900,9000,0,57.55398516,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,799.6465494,989.0859994
1/4/2018 3:00,0,2877.69926,40,57.5539852,86.3309778,975.2757649,0.01,28.07981,28.07981,28.07981,7475,0,0,0,0,1900,-1900,9000,0,57.5539852,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,796.2557646,975.2757649
1/4/2018 4:00,0,2877.69926,40,57.5539852,86.3309778,979.4516598,0.01,27.07101,27.07101,27.07101,7475,0,0,0,0,1900,-1900,9000,0,57.5539852,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,795.4667667,979.4516598
1/4/2018 5:00,0,3282.668825,40,65.6533765,98.48006475,1066.78816,0.01,28.6839,28.6839,28.6839,7475,0,0,0,0,1900,-1900,9000,0,65.6533765,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,885.209233,1066.78816
1/4/2018 6:00,0,3850.482687,40,77.00965374,115.5144806,1065.245835,0.01,36.9156,36.9156,36.9156,7475,0,0,0,0,1900,-1900,9000,0,77.00965374,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,889.7663715,1065.245835
1/4/2018 7:00,0,6920.366096,40,138.4073219,207.6109829,1298.203334,0.01,42.23654,42.23654,42.23654,7475,0,0,0,0,1900,-1900,9000,0,138.4073219,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1137.449357,1298.203334
1/4/2018 8:00,0.082339,5182.810308,40,103.6562062,155.4843092,1411.377775,0.01,46.47642,46.47642,46.47642,7475,0,0,0,10,1900,-1900,9000,0,103.6562062,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1259.814078,1411.377775
1/4/2018 9:00,0.4319505,10490.86554,40,209.8173108,314.7259662,1435.387908,0.01,40.04254,40.04254,40.04254,7475,0,0,0,10,1900,-1900,9000,0,209.8173108,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1294.183651,1435.387908
1/4/2018 10:00,0.701395,10122.77868,40,202.4555736,303.6833604,1463.689598,0.01,36.1364,36.1364,36.1364,7475,0,0,0,10,1900,-1900,9000,0,202.4555736,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1333.203451,1463.689598
1/4/2018 11:00,0.87049,9634.080148,40,192.681603,289.0224044,1468.561613,0.01,34.80998,34.80998,34.80998,7475,0,0,0,10,1900,-1900,9000,0,192.681603,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1339.438536,1468.561613
1/4/2018 12:00,0.954445,9633.557944,40,192.6711589,289.0067383,1462.980986,0.01,32.82721,32.82721,32.82721,7475,0,0,0,10,1900,-1900,9000,0,192.6711589,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1330.70344,1462.980986
1/4/2018 13:00,0.933355,9134.176026,40,182.6835205,274.0252808,1418.25301,0.01,27.27671,27.27671,27.27671,7475,0,0,0,10,1900,-1900,9000,0,182.6835205,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1290.357967,1418.25301
1/4/2018 14:00,0.871585,9631.231593,40,192.6246319,288.9369478,1444.463035,0.01,30.53334,30.53334,30.53334,7475,0,0,0,10,1900,-1900,9000,0,192.6246319,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1335.78047,1444.463035
1/4/2018 15:00,0.7364,9630.51557,40,192.6103114,288.9154671,1439.232894,0.01,33.5615,33.5615,33.5615,7475,0,0,0,10,1900,-1900,9000,0,192.6103114,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1342.64149,1439.232894
1/4/2018 16:00,0.52269,9630.479886,40,192.6095977,288.9143966,1435.609534,0.01,38.24504,38.24504,38.24504,7475,0,0,0,10,1900,-1900,9000,0,192.6095977,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1336.676806,1435.609534
1/4/2018 17:00,0.227675,10375.97292,40,207.5194584,311.2791876,1439.768846,0.01,43.17972,43.17972,43.17972,7475,0,0,0,10,1900,-1900,9000,0,207.5194584,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1338.872279,1439.768846
1/4/2018 18:00,0,9504.626361,40,190.0925272,285.1387908,1454.816381,0.01,53.36985,53.36985,53.36985,7475,0,0,0,0,1900,-1900,9000,0,190.0925272,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1354.901056,1454.816381
1/4/2018 19:00,0,7512.091289,40,150.2418258,225.3627387,1219.295412,0.01,53.07194,53.07194,53.07194,7475,0,0,0,0,1900,-1900,9000,0,150.2418258,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1084.05331,1219.295412
1/4/2018 20:00,0,7268.52116,40,145.3704232,218.0556348,1223.805084,0.01,46.89671,46.89671,46.89671,7475,0,0,0,0,1900,-1900,9000,0,145.3704232,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,1075.614112,1223.805084
1/4/2018 21:00,0,5775.059426,40,115.5011885,173.2517828,1096.601055,0.01,43.97157,43.97157,43.97157,7475,0,0,0,0,1900,-1900,9000,0,115.5011885,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,938.7999968,1096.601055
1/4/2018 22:00,0,5532.410298,40,110.648206,165.9723089,1072.877771,0.01,40.8299,40.8299,40.8299,7475,0,0,0,0,1900,-1900,9000,0,110.648206,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,888.3527439,1072.877771
1/4/2018 23:00,0,3493.568829,40,69.87137658,104.8070649,1026.661373,0.01,37.67564,37.67564,37.67564,7475,0,0,0,0,1900,-1900,9000,0,69.87137658,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,816.9069182,1026.661373
1/5/2018 0:00,0,2999.921237,40,59.99842474,89.99763711,1046.395994,0.01,35.91017,35.91017,35.91017,7475,0,0,0,0,1900,-1900,9000,0,59.99842474,0,,,0,0,,100,0,50,0,75,0,150,0,100,0,50,0,,,,,,,816.7778994,1046.395994
